"task.id","learner.id","iter","acc","bac","auc","timepredict","timetrain"
"dsComportamental",0,1,0.9,0.843253968253968,0.909784226190476,0.113000000004831,7.53199999999924
"dsComportamental",0,2,0.880597014925373,0.824076354679803,0.934852216748769,0.109000000004016,7.2300000000032
"dsComportamental",0,3,0.885572139303483,0.805603448275862,0.950307881773399,0.116000000001804,7.50300000000425
"dsComportamental",0,4,0.875621890547264,0.837068965517241,0.926108374384236,0.151000000005297,7.24700000000303
"dsComportamental",0,5,0.90547263681592,0.852278325123153,0.922906403940887,0.118000000002212,7.32400000000052
"dsComportamental",0,6,0.890547263681592,0.830972906403941,0.958251231527094,0.121999999995751,7.46499999999651
"dsComportamental",0,7,0.910891089108911,0.863399879007865,0.958499697519661,0.117999999994936,7.36200000000099
"dsComportamental",0,8,0.830845771144279,0.773152709359606,0.889408866995074,0.118000000002212,7.27999999999884
"dsComportamental",0,9,0.89,0.836309523809524,0.915426587301587,0.112999999997555,7.40000000000146
"dsComportamental",0,10,0.9,0.854166666666667,0.956473214285714,0.116000000001804,7.76800000000367
"dsComportamental",0,11,0.88,0.812996031746032,0.948474702380952,0.114999999997963,7.58299999999872
"dsComportamental",0,12,0.870646766169154,0.789778325123153,0.874384236453202,0.11200000000099,7.52100000000064
"dsComportamental",0,13,0.88,0.82390873015873,0.936817956349206,0.114000000001397,7.40000000000146
"dsComportamental",0,14,0.91044776119403,0.872167487684729,0.945689655172414,0.11699999999837,7.53600000000006
"dsComportamental",0,15,0.895522388059702,0.845381773399015,0.93423645320197,0.114000000001397,7.64000000000669
"dsComportamental",0,16,0.890547263681592,0.833516081871345,0.932078460038986,0.118999999998778,7.53299999999581
"dsComportamental",0,17,0.875621890547264,0.831588669950739,0.93128078817734,0.119999999995343,7.5089999999982
"dsComportamental",0,18,0.895522388059702,0.823460591133005,0.932389162561576,0.119999999995343,7.61200000000099
"dsComportamental",0,19,0.880597014925373,0.818596059113301,0.928325123152709,0.119000000006054,7.4519999999975
"dsComportamental",0,20,0.91044776119403,0.866687192118227,0.94993842364532,0.114999999997963,7.38100000000122
"dsComportamental",0,21,0.9,0.843253968253968,0.922619047619048,0.118000000002212,7.48199999999633
"dsComportamental",0,22,0.860696517412935,0.799322660098522,0.941748768472906,0.113000000004831,7.46899999999732
"dsComportamental",0,23,0.890547263681592,0.825492610837438,0.938546798029557,0.115000000005239,7.74900000000343
"dsComportamental",0,24,0.9,0.843253968253968,0.928199404761905,0.110000000000582,7.27100000000064
"dsComportamental",0,25,0.900497512437811,0.861659356725146,0.937804580896686,0.120999999999185,7.68300000000454
"dsComportamental",0,26,0.875621890547264,0.820628078817734,0.94679802955665,0.114000000001397,7.71399999999994
"dsComportamental",0,27,0.890547263681592,0.830972906403941,0.910406403940887,0.114000000001397,7.36699999999837
"dsComportamental",0,28,0.915422885572139,0.870135467980296,0.9314039408867,0.117000000005646,7.85199999999895
"dsComportamental",0,29,0.920398009950249,0.890024630541872,0.955849753694581,0.116000000001804,7.66500000000087
"dsComportamental",0,30,0.855721393034826,0.784913793103448,0.896613300492611,0.108000000000175,7.58299999999872
"dsComportamental",0,31,0.90547263681592,0.852278325123153,0.909605911330049,0.114000000001397,7.37799999999697
"dsComportamental",0,32,0.915,0.864583333333333,0.959697420634921,0.11699999999837,7.58199999999488
"dsComportamental",0,33,0.870646766169154,0.800738916256158,0.904556650246305,0.11699999999837,7.49700000000303
"dsComportamental",0,34,0.880597014925373,0.818596059113301,0.927339901477833,0.120000000002619,7.70500000000175
"dsComportamental",0,35,0.920398009950249,0.884544334975369,0.974014778325123,0.112999999997555,7.61300000000483
"dsComportamental",0,36,0.885,0.838293650793651,0.940662202380952,0.114999999997963,7.48099999999977
"dsComportamental",0,37,0.900497512437811,0.848830049261084,0.932019704433498,0.110999999997148,7.28499999999622
"dsComportamental",0,38,0.880597014925373,0.818596059113301,0.93448275862069,0.115000000005239,7.70700000000215
"dsComportamental",0,39,0.915,0.859126984126984,0.938368055555556,0.118000000002212,7.59700000000157
"dsComportamental",0,40,0.861386138613861,0.834240774349667,0.896793708408953,0.114999999997963,7.38700000000244
"dsComportamental",0,41,0.87,0.800595238095238,0.922371031746032,0.111000000004424,7.9230000000025
"dsComportamental",0,42,0.895,0.834325396825397,0.924231150793651,0.114999999997963,7.50499999999738
"dsComportamental",0,43,0.9,0.843253968253968,0.937686011904762,0.131000000001222,7.25800000000163
"dsComportamental",0,44,0.880597014925373,0.84051724137931,0.938177339901478,0.114999999997963,7.46600000000035
"dsComportamental",0,45,0.900497512437811,0.854310344827586,0.94384236453202,0.105999999999767,7.47299999999814
"dsComportamental",0,46,0.885572139303483,0.833004926108374,0.961699507389163,0.118000000002212,7.46699999999691
"dsComportamental",0,47,0.885572139303483,0.843965517241379,0.920197044334975,0.113000000004831,7.36000000000058
"dsComportamental",0,48,0.910891089108911,0.863399879007865,0.942649727767695,0.114000000001397,7.80900000000111
"dsComportamental",0,49,0.850746268656716,0.759544334975369,0.883374384236453,0.118999999998778,7.46199999999953
"dsComportamental",0,50,0.90547263681592,0.86871921182266,0.946059113300493,0.112999999997555,7.2390000000014
"dsComportamental",0,51,0.91044776119403,0.866687192118227,0.927155172413793,0.112999999997555,7.3839999999982
"dsComportamental",0,52,0.90547263681592,0.870431286549708,0.937012670565302,0.118000000002212,7.53800000000047
"dsComportamental",0,53,0.920398009950249,0.884544334975369,0.94692118226601,0.114000000001397,7.45999999999913
"dsComportamental",0,54,0.890547263681592,0.825492610837438,0.922290640394089,0.110999999997148,7.6449999999968
"dsComportamental",0,55,0.865,0.797123015873016,0.920882936507937,0.117999999994936,7.57900000000518
"dsComportamental",0,56,0.875621890547264,0.809667487684729,0.918226600985222,0.124000000003434,7.64199999999983
"dsComportamental",0,57,0.855721393034826,0.784913793103448,0.908374384236453,0.118000000002212,7.5570000000007
"dsComportamental",0,58,0.875621890547264,0.804187192118227,0.924137931034483,0.114999999997963,7.4539999999979
"dsComportamental",0,59,0.945,0.923611111111111,0.976190476190476,0.117999999994936,7.59799999999814
"dsComportamental",0,60,0.855721393034826,0.795874384236453,0.927155172413793,0.118000000002212,7.51199999999517
"dsComportamental",0,61,0.870646766169154,0.811699507389163,0.938793103448276,0.118000000002212,7.68800000000192
"dsComportamental",0,62,0.930348258706468,0.891440886699507,0.972721674876847,0.118999999998778,7.51000000000204
"dsComportamental",0,63,0.900497512437811,0.870751231527094,0.928571428571429,0.114000000001397,7.36300000000483
"dsComportamental",0,64,0.865671641791045,0.791810344827586,0.924507389162562,0.119000000006054,7.54000000000087
"dsComportamental",0,65,0.900497512437811,0.843349753694581,0.930172413793103,0.269000000000233,9.31100000000151
"dsComportamental",0,66,0.900497512437811,0.865270935960591,0.948275862068966,0.151000000005297,8.81300000000192
"dsComportamental",0,67,0.895,0.850694444444444,0.907552083333333,0.127000000000407,8.41100000000006
"dsComportamental",0,68,0.881188118811881,0.821415607985481,0.874168179068361,0.177999999999884,9.14700000000448
"dsComportamental",0,69,0.89,0.836309523809524,0.955481150793651,0.150999999998021,8.49500000000262
"dsComportamental",0,70,0.885,0.811011904761905,0.949652777777778,0.122000000003027,8.47699999999895
"dsComportamental",0,71,0.90547263681592,0.874199507389163,0.946059113300493,0.119000000006054,8.29699999999866
"dsComportamental",0,72,0.885,0.821924603174603,0.916976686507937,0.197000000000116,9.47000000000116
"dsComportamental",0,73,0.845771144278607,0.772536945812808,0.894581280788177,0.1620000000039,8.50699999999779
"dsComportamental",0,74,0.891089108910891,0.860254083484574,0.953176043557169,0.152000000001863,16.1909999999989
"dsComportamental",0,75,0.885572139303483,0.849445812807882,0.931650246305419,0.160000000003492,8.96899999999732
"dsComportamental",0,76,0.895,0.839781746031746,0.947420634920635,0.131999999997788,9.87800000000425
"dsComportamental",0,77,0.850746268656716,0.775985221674877,0.906834975369458,0.140000000006694,10.5149999999994
"dsComportamental",0,78,0.92,0.873511904761905,0.933717757936508,0.149000000004889,10.0809999999983
